problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,14,T3,Off-by-One / Boundary,"The buggy solution incorrectly iterates from 0 to d (inclusive) in the main loop where it calculates how many moves are needed, which results in counting numbers that exceed the valid range of 1 to n-1. The correct implementation should iterate from 0 to d-1 to avoid including n itself, leading to an off-by-one error.",5483577,7314700,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,15,T4,Wrong Conditional Logic,"The buggy solution uses a wrong conditional logic check (>= instead of >) when determining whether to count a combination in the answer, leading to incorrect results for cases where Alice can win exactly in k moves.",3349811,4863834,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,16,T4,Wrong Conditional Logic,"The buggy solution contains a logic error in the condition for counting valid combinations, which incorrectly checks if 'j > k' instead of ensuring the total moves exceed 'k'. This results in incorrect counts for the answers, leading to a wrong answer verdict.",8956617,9758323,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,17,T6,State / Initialization,"The buggy solution has an incorrect initialization of the 'comb' array, as it is declared static twice, which leads to undefined behavior in subsequent test cases. This can affect the calculations for combinatorial values in the game.",3215147,9597535,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,18,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to account for the case of the number n itself (which is 2^d), leading to incorrect results in cases where d + 1 is greater than k. This is an algorithmic flaw because it neglects to properly include or calculate the contribution of the last number, which affects the final count.",6504513,6825394,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,19,T8,I/O and Output Format,"The buggy solution prints the output of each case on the same line instead of starting a new line for each test case, leading to incorrect output format as compared to the correct solution.",9589949,8538534,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,20,T4,Wrong Conditional Logic,"The buggy solution incorrectly shifts `temp_n` by 2 bits in the loop calculating `d`, which leads to an incorrect number of bits being counted for `n`, ultimately impacting the logic used to check the number of moves required by Alice.",3652816,9283596,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,21,T4,Wrong Conditional Logic,"The buggy solution incorrectly accesses `comb[i][j+1]` instead of `comb[i][j]`, leading to inaccurate counting of valid moves and thus incorrect results.",5475104,6969343,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,22,T3,Off-by-One / Boundary,"The loop iterating over 'i' to calculate valid numbers starts from 1 instead of 0, which causes it to skip the case where 'i' is 0, leading to an off-by-one error in the count of valid numbers.",2003763,2291160,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,23,T6,State / Initialization,"In the buggy solution, the variable 'moves_msb' is incorrectly initialized to 'i' instead of 'i + 1', leading to an off-by-one error in the logic that calculates the total number of valid starting numbers for Alice.",8267822,6877718,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,24,T3,Off-by-One / Boundary,"The buggy solution incorrectly decrements the test case count 't' in the main loop (`while (--t)`), causing it to skip the last test case, thus altering the intended number of test cases handled. This off-by-one error leads to wrong results.",9415601,9238241,1
2184D,Unfair Game,https://codeforces.com/contest/2184/problem/D,1600,25,T3,Off-by-One / Boundary,"The buggy solution incorrectly calculates the value of `d` by checking when `temp_n` is greater than 0 instead of greater than 1, resulting in an off-by-one error when calculating how many numbers are unsuitable.",9471127,4676133,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,1,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' instead of 'long long int' for variables that may exceed the limits of an integer due to the constraints, leading to possible overflow and incorrect results.",373443381,373443308,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,2,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' data types for calculations involving large values, resulting in potential integer overflow, especially since coordinates can range up to 10^9 and n can be as high as 200,000.",373315215,373315037,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,3,T5,Greedy / Algorithmic Flaw,"The buggy solution has an algorithmic flaw in handling the calculation of the total delivery time, particularly in the way it computes the optimal path through the list of deliveries. It incorrectly accumulates distances and fails to properly optimize the choices at each delivery step.",373289658,373288527,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,4,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to properly account for the optimal path calculation, specifically in the dynamic programming transitions that relate to the positions from which deliveries are made, resulting in suboptimal delivery times compared to the correct solution.",373055558,373055374,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,5,T5,Greedy / Algorithmic Flaw,"The buggy solution has an incorrect greedy approach in calculating the minimum time, specifically in how it handles the computation of distances when transitioning between delivery points, leading to an incorrect total delivery time.",373050868,373050695,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,6,T4,Wrong Conditional Logic,"The buggy solution has incorrect logic when calculating the total time required for pizza delivery, particularly in the way it updates the values of `t1` and `t2`, leading to a wrong final result.",373003515,373003447,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,7,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' for variables 'prevA', 'prevB', 'totY', and 'curA', 'curB', which can lead to integer overflow due to potentially large sums of distances, especially given the constraints on the coordinates.",372957922,372957810,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,8,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in the loop that calculates the minimum delivery times. The parentheses are misplaced, leading to a failure in correctly applying the min function across the options for delivery times.",372772498,372771386,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,9,T2,Modular Arithmetic Error,"The buggy solution mistakenly accesses the dynamic programming array using incorrect indices, leading to flawed logic in calculating the delivery time. Specifically, it uses `dp[i]` instead of `dp[i % 2]` for the previous states.",372661298,372633863,7
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,10,T5,Greedy / Algorithmic Flaw,"The buggy solution uses a recursive approach to calculate the minimum delivery time, which may not produce a correct result due to its greedy choice of directly moving between points based on the y-coordinates without finding an optimal path. This leads to incorrect delivery times in some cases.",372364049,372361129,4
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,11,T6,State / Initialization,"The buggy solution implements a flawed approach to calculating the minimum delivery time by incorrectly updating the dynamic programming states, which leads to incorrect results in the aggregation of delivery times.",372329407,372323376,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,12,T6,State / Initialization,"The buggy solution mismanages the dynamic programming states and does not correctly compute the minimum delivery time, leading to suboptimal decisions on the sequence of pizza deliveries.",372315138,372315053,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,13,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly assumes a greedy approach to calculate the delivery path which leads to an incorrect minimum time, not accounting for all potential routes and path efficiencies.",372260237,372229920,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,14,T5,Greedy / Algorithmic Flaw,"The buggy solution implemented a wrong approach to determine the minimum delivery time by using an unordered_map to store the maximum and minimum y-coordinates for each x-coordinate, which introduces an incorrect representation of the problem. It fails to consider the optimal paths correctly during delivery.",372246069,372237727,8
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,15,T6,State / Initialization,"The buggy solution fails to correctly calculate the minimum delivery time due to an incorrect greedy strategy. Specifically, the formulation of the dynamic programming state transitions does not correctly account for all possible routes and combinations in the path towards each house.",372231980,372231916,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,16,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to account for an optimal path selection between houses when calculating delivery times, leading to a wrong answer. The greedy approach may not yield the correct minimum time due to the dependency on previous deliveries affecting subsequent choices.",372185999,372185934,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,17,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly applies a scaling factor (2) in the calculations of distances within the dynamic programming transitions, which leads to suboptimal results and ultimately a wrong answer.",372176906,372175570,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,18,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' data type for storing results and performing calculations, which can lead to integer overflow when handling large values, especially since coordinates can go up to 10^9 and can accumulate to larger sums.",372112743,372112580,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,19,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in the calculation of the delivery time. It doesn't properly account for the required movements when transitioning between pizza delivery points, leading to an incorrect total delivery time.",371840080,371840037,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,20,T5,Greedy / Algorithmic Flaw,"The buggy solution uses a greedy approach that does not consider all possible paths for minimizing time, leading to incorrect calculations in some scenarios. It inadequately handles the transitions between delivery points due to oversimplified logic.",371821805,371821446,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,21,T1,Integer Overflow / Data Type,"The buggy solution uses an incorrect data type for 'inf', which can lead to integer overflow in calculations, especially when dealing with large values of n and coordinates.",371736752,371736684,2
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,22,T6,State / Initialization,"The buggy solution fails to correctly initialize the arrays 'l' and 'r' before use, which leads to undefined behavior and incorrect results when calculating minimum delivery times.",371432938,371432852,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,23,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly uses a map to group coordinates, which may lead to suboptimal selections when computing the delivery path, resulting in an incorrect minimum delivery time.",371410955,371410719,3
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,24,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to correctly account for the optimal path during pizza delivery, potentially leading to suboptimal delivering sequence which causes errors in the computed minimum delivery time.",371389246,371384738,1
2193F,Pizza Delivery,https://codeforces.com/contest/2193/problem/F,1600,25,T5,Greedy / Algorithmic Flaw,"The buggy solution does not correctly handle the delivery logic, particularly with how it calculates minimum and maximum y-coordinates. This leads to incorrect delivery timings due to a flawed greedy approach.",370442899,370442624,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,1,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' data type for variables that may exceed the storage capacity of an integer, such as the variables 'sum' and 'des', which can lead to incorrect calculations and thus wrong answers.",373467249,373467187,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,2,T1,Integer Overflow / Data Type,"The buggy solution uses an integer type for `total_ones`, which could lead to overflow given the constraints, especially since it can sum up to large values exceeding the range of standard integers.",373464949,373464890,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,3,T5,Greedy / Algorithmic Flaw,"The buggy solution has a flawed conditional structure that incorrectly updates the variables during the traversal of the table, leading to an inaccurate calculation of the maximum product a * b. This indicates a greedy algorithmic flaw in how the cuts are determined.",373464640,373464364,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,4,T5,Greedy / Algorithmic Flaw,The buggy solution has an error in its algorithm logic for computing the maximum product of `a` and `b`. It incorrectly handles the partition of the table when distributing the cut positions leading to wrong outputs.,373447689,373437323,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,5,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' for `cnt` and the 2D vector `G`, which can lead to overflow when counting ones or when accessing elements beyond their initialized size, particularly with large inputs.",373439621,373439560,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,6,T1,Integer Overflow / Data Type,"The buggy solution uses an integer type 'int' for variables like 'count' and 'a' which could overflow if the number of ones exceeds the maximum value of an int, leading to incorrect results. The correct solution uses 'long long int' to prevent this issue.",373430140,373430024,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,7,T4,Wrong Conditional Logic,"The buggy solution incorrectly calculates the condition for adding to the maximum product, failing to correctly maximize the value of a*b due to improper handling of the cases when ones are added to `rs` and `s`, leading to wrong conditional logic.",373412010,373411567,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,8,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' for variables that need to handle larger values, such as the count of ones ('ct') and the cell values. This can lead to integer overflow when the number of ones exceeds the maximum value that int can hold.",373407534,373407423,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,9,T7,Corner Case Omission,"The buggy solution lacks a proper return statement after the special case of 'tar == 0', causing the wrong outputs for certain configurations of the input matrix. The logic for deciding when to print the path of 'D' and 'R' is flawed.",373362875,373362342,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,10,T1,Integer Overflow / Data Type,"The buggy solution uses an 'int' type for the variable 'k', which can lead to an integer overflow when calculating the product (k/2) * (k - k/2). This can produce incorrect results when k is large enough, resulting in a WRONG_ANSWER verdict.",373358048,373357918,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,11,T3,Off-by-One / Boundary,"The buggy solution does not properly handle the case where there are no '1's in the table, which can lead to an invalid cut and result in an incorrect output.",373343934,373343522,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,12,T3,Off-by-One / Boundary,"The buggy solution incorrectly handles the output string when the cut is exactly at the point where the sum of 1's equals x, potentially leading to an off-by-one error in the cut path, especially in determining when to switch from downward to rightward moves.",373288643,373288127,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,13,T4,Wrong Conditional Logic,"The buggy solution has incorrect logic in the loop where it calculates the position to cut, leading to an incorrect product calculation and cut path. Specifically, it fails to properly check when to stop advancing downwards and to correctly balance the ones on both sides of the cut.",373280733,373279600,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,14,T7,Corner Case Omission,"The buggy solution does not account for cases where the grid might have an uneven distribution of ones, which can lead to incorrect partitioning and resultant maximum product calculation when both parts have no ones.",373264756,373263477,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,15,T1,Integer Overflow / Data Type,"The buggy solution uses the 'int' data type which may lead to integer overflow for large inputs, particularly when calculating the total number of ones. This results in incorrect calculations for the maximum product.",373259895,373259697,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,16,T4,Wrong Conditional Logic,"The buggy solution has a flaw in the conditional logic where it determines when to place 'D' in the cut string. This leads to incorrect segmentations of the table, resulting in a wrong product calculation.",373220949,373220706,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,17,T3,Off-by-One / Boundary,"The buggy solution incorrectly uses 'v <= n' in the loop, allowing it to exceed the boundaries of the array and potentially accessing out-of-bounds indices, leading to incorrect results.",373002051,373001917,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,18,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic when calculating the target value for 'targ', which leads to an improper determination of how to construct the output cut path. Specifically, it erroneously uses integer division instead of handling cases adequately, which can affect how the solution decides when to switch between cutting down and right.",372956728,372955617,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,19,T3,Off-by-One / Boundary,"The buggy solution incorrectly uses 'id < n' instead of 'id <= n' in its cut logic, which can lead to missing valid configurations when the cut is at the last row, causing an off-by-one error in the output.",372935719,372935266,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,20,T1,Integer Overflow / Data Type,The buggy solution uses an integer data type for the variable 'cnt' which may lead to overflow in cases where the product of a is maximized and is larger than the maximum value of int. This results in an incorrect computation of the maximum product.,372923295,372923227,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,21,T5,Greedy / Algorithmic Flaw,"The buggy solution miscalculates the maximum product of a * b due to incorrect handling of the distribution of '1's across the cut, leading to suboptimal division and thus yielding incorrect results.",372919007,372918720,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,22,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to accurately calculate the maximum value of the product 'a * b' due to flawed logic in how the cut points are determined, especially when handling the distribution of ones, leading to incorrect results.",372803908,372803835,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,23,T4,Wrong Conditional Logic,"The conditional logic for determining when to add 'D' or 'R' during the cut has a flaw, which leads to incorrect output directions and ultimately wrong results.",372794265,372784026,1
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,24,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' for the variables handling sums, which can cause integer overflow since the total number of ones can exceed the maximum value of an integer, leading to incorrect computations for the product a * b.",372786512,372786400,2
2194D,Table Cut,https://codeforces.com/contest/2194/problem/D,1600,25,T5,Greedy / Algorithmic Flaw,"The solution has a greedy flaw in handling the division of counts of ones, which leads to incorrect calculation of the maximum product of a and b. Specifically, it does not correctly partition the cells based on the count of ones in the table.",372774017,372773299,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,1,T3,Off-by-One / Boundary,"The buggy solution uses 'if (idx > n)' instead of 'if (idx >= n)', which leads to accessing an out-of-bounds index when idx equals n, causing incorrect pair counting.",372794704,372794342,2
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,2,T4,Wrong Conditional Logic,"The condition in the buggy solution uses 'a[i] > 500' instead of 'a[i] >= 500', which causes it to miss some beautiful pairs for values of a[i] equal to 500.",372743541,372743491,6
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,3,T5,Greedy / Algorithmic Flaw,"The buggy solution attempts to find beautiful pairs based on the logic of 'j = a[i] * j' but fails to correctly capture all valid conditions for pairs, leading to incorrect answer counts.",372739106,372738393,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,4,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly counts pairs by iterating with the condition 'cnt < block', potentially missing some valid pairs, which leads to an incorrect answer in the cases where the conditions for beautiful pairs are not met.",372686560,372680472,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,5,T3,Off-by-One / Boundary,"The buggy solution checks if the index 'j' is greater than 'n', while it should check if 'j' is greater than or equal to 'n'. This leads to out-of-bounds access of the vector 'v' and potentially missing valid beautiful pairs.",372668690,372668650,2
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,6,T4,Wrong Conditional Logic,"The buggy solution incorrectly implements the condition for checking beautiful pairs in the second loop for elements less than CONDITION, leading to an incorrect count for valid pairs.",372664083,372663980,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,7,T3,Off-by-One / Boundary,"The buggy solution incorrectly initializes the value of B to 'ceil(sqrt(n-1))' instead of 'ceil(sqrt(n))', which may lead to off-by-one errors in index handling and ultimately affects the counting of beautiful pairs.",372644255,372644183,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,8,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly uses a nested loop to compare all pairs of indices, leading to an inefficiency and potential incorrect conditions for counting beautiful pairs. This greedy approach does not ensure all valid pairs are counted correctly based on the conditions of the problem.",372516733,372515733,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,9,T5,Greedy / Algorithmic Flaw,"The algorithm incorrectly checks the condition for beautiful pairs, primarily due to the flawed greedy aspect of using the sorted order of elements without properly iterating through all possible pairs that satisfy the condition, leading to inaccurate pair counting.",372498986,372490770,6
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,10,T3,Off-by-One / Boundary,"The buggy solution incorrectly iterates with `x` up to `B` in the second loop instead of `B + 1`, leading to missing some valid pairs, hence an off-by-one error.",372446109,372445399,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,11,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic, particularly in how it calculates index `j` in the second loop and how it checks for valid pairs. The wrong logic when calculating `j` leads to counting invalid pairs.",372367723,372367410,7
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,12,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly attempts to derive the conditions for counting beautiful pairs using divisors, leading to an incorrect count of pairs. It does not properly reflect the problem requirement of maintaining the relationship a[i] * a[j] = j - i.",372358256,372355079,6
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,13,T5,Greedy / Algorithmic Flaw,"The buggy solution does not correctly handle the conditions for identifying beautiful pairs, leading to incorrect count due to flawed logic in iterating through indices and managing the map of pairs.",372246122,372241470,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,14,T6,State / Initialization,"The buggy solution has incorrect conditional logic when determining beautiful pairs, as it does not correctly handle both conditions required by the problem statement, leading to an incorrect count.",372184222,372184090,3
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,15,T3,Off-by-One / Boundary,"The buggy solution has an off-by-one error in the boundary of the second loop where it checks up to 'min(i + B, n)' instead of the correct 'min(n, i + a[i] * B)', which affects the range of indices checked for beautiful pairs.",372177146,372176742,4
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,16,T3,Off-by-One / Boundary,"The buggy solution incorrectly handles the boundary condition in the second loop where it checks if 'j >= n' instead of ensuring it stays within valid index limits, which may lead to skipping valid 'j' values. This causes it to miss counting certain beautiful pairs.",372177072,372176900,4
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,17,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic when checking `a[i2] > limit`, which fails to correctly implement the necessary conditions for counting beautiful pairs, leading to incorrect results.",372105633,372105371,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,18,T3,Off-by-One / Boundary,"The buggy solution uses an incorrect range for the loop index, starting from 1 instead of 0, leading to potential inefficiencies and skipping valid pairs, especially since it also calculates pairs based on the loop index rather than the actual indices in the array.",372061470,370346635,5
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,19,T1,Integer Overflow / Data Type,"The buggy solution declares an array `a` with a size of 100010, while the constraints allow up to 200000 elements. This can lead to accessing out-of-bounds memory and cause incorrect behavior.",372039578,372039014,7
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,20,T4,Wrong Conditional Logic,"The buggy solution fails to take into account that the condition for a beautiful pair also requires that the indices satisfy 'i < j', specifically in the first loop where the condition only checks if 'i' is within bounds but does not enforce 'i < j'.",371976655,371976469,7
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,21,T4,Wrong Conditional Logic,The logic that checks if the condition for beautiful pairs holds is incorrect in the buggy solution; it compares the left-side expression to 'i - u' rather than the correct relationship of 'u - i'. This leads to incorrect counting of pairs.,371948467,371948269,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,22,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in the second loop where it checks if 'a[j] > raiz' instead of 'a[i] > raiz', leading to wrong counting of beautiful pairs.",371939063,371938967,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,23,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic when counting beautiful pairs, particularly in how it determines the values of 'need' and the conditions for checking pairs, leading to incorrect counting of the pairs.",371924402,371923955,6
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,24,T4,Wrong Conditional Logic,"The buggy solution does not correctly implement the condition for identifying beautiful pairs, as it incorrectly assumes that the indices are manipulated directly based on the values of the array. This leads to incorrect conditional logic in pair counting.",371838018,371837670,1
2196B,Another Problem about Beautiful Pairs,https://codeforces.com/contest/2196/problem/B,1600,25,T5,Greedy / Algorithmic Flaw,"The buggy solution attempts to find pairs based on an incorrect logic when calculating the value of 'j', as it misuses the product 'mul' and does not properly account for the necessary conditions to form beautiful pairs, leading to incorrect counts.",371835669,371832470,5
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,1,T6,State / Initialization,"The buggy solution initializes the multiset with the wrong size (m instead of min(m, n + 1)). This leads to an incorrect evaluation of danger levels because it doesn't properly account for the limitations of using flashlights, resulting in an overestimation of maximum danger.",372812543,372809753,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,2,T3,Off-by-One / Boundary,"The buggy solution incorrectly initializes the multiset by using a loop that runs 'm' times instead of 'min(m, n + 1)'. This causes it to incorrectly account for the number of animatronics being handled, leading to an off-by-one error in the logic for resetting danger levels.",372762390,372762314,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,3,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to correctly manage the distribution of danger levels across the animatronics during the flash actions, leading to incorrect calculations that can produce a maximum danger level that exceeds the expected results.",372761964,372761837,2
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,4,T3,Off-by-One / Boundary,"The buggy solution iterates from 0 to l (inclusive) instead of from 0 to l (exclusive), leading to an additional iteration that counts beyond the valid bounds of time, causing incorrect danger level calculations.",372710524,372709886,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,5,T5,Greedy / Algorithmic Flaw,The buggy solution implements a flawed greedy approach that doesn't correctly account for the distribution of danger levels among animatronics after each action. This leads to incorrect calculations of the final danger level.,372710316,372707851,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,6,T6,State / Initialization,"The buggy solution incorrectly initializes the multiset with 'm' elements instead of 'min(m, n + 1)', which leads to a flawed counting of danger levels when there are fewer flashlight uses than animatronics. This results in an incorrect maximum danger level being computed.",372416899,372416249,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,7,T5,Greedy / Algorithmic Flaw,"The buggy solution contains a logical error in the greedy approach for determining the danger levels, which leads to an incorrect calculation of the overall danger after the actions taken. It fails to track the maximum danger level correctly, which is essential for ensuring the final output is accurate.",372416885,372138806,5
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,8,T6,State / Initialization,"The buggy solution initializes the multiset `s` with `m` elements, but it should only be initialized with `min(m, n + 1)` elements to account for the maximum number of flashlight actions and animatronics correctly. This leads to an incorrect algorithmic approach regarding the distribution of danger levels, causing the final danger level to be underestimated.",372416883,372416207,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,9,T6,State / Initialization,"The buggy solution has a flaw in its greedy algorithm, which incorrectly handles the reset of danger levels during flashlight usage, leading to incorrect final danger calculations. This flaw prevents it from adequately minimizing the overall danger based on the animatronics' potential actions.",372359576,372359275,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,10,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to correctly handle the logic of managing the danger levels of animatronics after the flashlight actions, leading to incorrect final danger levels as it doesn't adequately distribute the increases in danger, resulting in a wrong answer.",372344818,372344410,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,11,T3,Off-by-One / Boundary,"The buggy solution fails to check that the flashlight can only be used after the indexed time `a[idx+1]` before incrementing the danger level, leading to an off-by-one error. This results in incorrect state updates that cause the final danger level to be calculated improperly.",372317820,372317443,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,12,T4,Wrong Conditional Logic,"The buggy solution incorrectly outputs the danger level as 'bots[0]', which does not consider the maximum danger across animatronics, instead of the maximum danger calculated as 'bots[bots.size() - 1]'.",372317656,372317431,1
